model,best_params,cv_best_f1,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,experiment,dataset,protocol,variant,landmark_percent,setting,features_before,features_after,pca_variance,pca_components
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.99485,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=15,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.99485,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=16,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.99475,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=17,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.99475,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=18,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.99475,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=19,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.99475,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=20,,,,
linear_regression,,,1.0,1.0,1.0,1.0,1.0,,,19,polish_bankruptcy,historical,historical500,20.0,default,,,,
logistic,"{""C"": 1.0}",1.0,0.927,0.927,0.8726003490401396,1.0,0.9319664492078286,1.0,1.0,4,polish_bankruptcy,clean,historical500,10.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,0.981,0.981,0.9633911368015414,1.0,0.9813542688910696,0.995576,0.9952307163479824,4,polish_bankruptcy,clean,historical500,10.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,0.982,0.982,0.9652509652509652,1.0,0.9823182711198428,1.0,1.0,4,polish_bankruptcy,clean,historical500,10.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.999004975124378,0.908,0.908,0.8445945945945946,1.0,0.9157509157509156,0.934,0.8833922261484098,4,polish_bankruptcy,clean,historical500,10.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.998992950654582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,clean,historical500,10.0,default,,,,
logistic,,,0.904,0.904,0.8389261744966443,1.0,0.9124087591240876,1.0,1.0,6,polish_bankruptcy,clean,historical500,10.0,default,,,,
logistic,,,0.945,0.945,0.9009009009009008,1.0,0.9478672985781992,1.0,1.0,11,polish_bankruptcy,clean,historical500,10.0,default,24.0,11.0,,
knn,,,0.929,0.929,0.8756567425569177,1.0,0.9337068160597572,0.929,0.8756567425569177,15,polish_bankruptcy,clean,historical500,10.0,k=1,,,,
knn,,,0.932,0.932,0.8802816901408451,1.0,0.9363295880149812,0.932,0.8802816901408451,15,polish_bankruptcy,clean,historical500,10.0,k=2,,,,
knn,,,0.908,0.908,0.8445945945945946,1.0,0.9157509157509156,0.934,0.8833922261484098,15,polish_bankruptcy,clean,historical500,10.0,k=3,,,,
knn,,,0.908,0.908,0.8445945945945946,1.0,0.9157509157509156,0.934,0.8833922261484098,15,polish_bankruptcy,clean,historical500,10.0,k=4,,,,
knn,,,0.895,0.895,0.8264462809917356,1.0,0.9049773755656108,0.944,0.8992805755395683,15,polish_bankruptcy,clean,historical500,10.0,k=5,,,,
knn,,,0.895,0.895,0.8264462809917356,1.0,0.9049773755656108,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=6,,,,
knn,,,0.888,0.888,0.8169934640522876,1.0,0.8992805755395683,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=7,,,,
knn,,,0.889,0.889,0.8183306055646481,1.0,0.9000900090009001,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=8,,,,
knn,,,0.884,0.884,0.8116883116883117,1.0,0.8960573476702509,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=9,,,,
knn,,,0.884,0.884,0.8116883116883117,1.0,0.8960573476702509,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=10,,,,
knn,,,0.849,0.849,0.7680491551459293,1.0,0.8688097306689835,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=11,,,,
knn,,,0.854,0.854,0.7739938080495357,1.0,0.8726003490401396,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=12,,,,
knn,,,0.833,0.833,0.7496251874062968,1.0,0.856898029134533,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=13,,,,
knn,,,0.865,0.865,0.7874015748031497,1.0,0.8810572687224669,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=14,,,,
knn,,,0.836,0.8360000000000001,0.7530120481927711,1.0,0.8591065292096219,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=15,,,,
knn,,,0.842,0.8420000000000001,0.7598784194528876,1.0,0.8635578583765112,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=16,,,,
knn,,,0.823,0.823,0.7385524372230429,1.0,0.8496176720475785,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=17,,,,
knn,,,0.825,0.825,0.7407407407407407,1.0,0.851063829787234,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=18,,,,
knn,,,0.813,0.813,0.727802037845706,1.0,0.8424599831508003,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=19,,,,
knn,,,0.813,0.813,0.727802037845706,1.0,0.8424599831508003,0.948,0.9057971014492754,15,polish_bankruptcy,clean,historical500,10.0,k=20,,,,
linear_regression,,,0.935,0.935,1.0,0.87,0.93048128342246,,,19,polish_bankruptcy,clean,historical500,10.0,default,,,,
logistic,"{""C"": 0.1}",1.0,0.927,0.927,0.8726003490401396,1.0,0.9319664492078286,1.0,1.0,4,polish_bankruptcy,clean,historical500,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,0.983,0.983,0.9782178217821782,0.988,0.983084577114428,0.998792,0.9988052994577554,4,polish_bankruptcy,clean,historical500,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,0.964,0.964,0.9328358208955224,1.0,0.9652509652509652,1.0,1.0,4,polish_bankruptcy,clean,historical500,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.995959595959596,0.928,0.928,0.8741258741258742,1.0,0.9328358208955224,0.933,0.8818342151675485,4,polish_bankruptcy,clean,historical500,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.998998998998999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,clean,historical500,20.0,default,,,,
logistic,,,0.95,0.95,0.9090909090909092,1.0,0.9523809523809524,1.0,1.0,6,polish_bankruptcy,clean,historical500,20.0,default,,,,
logistic,,,0.893,0.893,0.8237232289950577,1.0,0.9033423667570007,1.0,1.0,11,polish_bankruptcy,clean,historical500,20.0,default,24.0,9.0,,
knn,,,0.933,0.933,0.8818342151675485,1.0,0.9372071227741332,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=1,,,,
knn,,,0.933,0.933,0.8818342151675485,1.0,0.9372071227741332,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=2,,,,
knn,,,0.928,0.928,0.8741258741258742,1.0,0.9328358208955224,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=3,,,,
knn,,,0.928,0.928,0.8741258741258742,1.0,0.9328358208955224,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=4,,,,
knn,,,0.928,0.928,0.8741258741258742,1.0,0.9328358208955224,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=5,,,,
knn,,,0.928,0.928,0.8741258741258742,1.0,0.9328358208955224,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=6,,,,
knn,,,0.928,0.928,0.8741258741258742,1.0,0.9328358208955224,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=7,,,,
knn,,,0.928,0.928,0.8741258741258742,1.0,0.9328358208955224,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=8,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=9,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=10,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=11,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=12,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=13,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=14,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=15,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=16,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=17,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=18,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=19,,,,
knn,,,0.918,0.918,0.8591065292096219,1.0,0.9242144177449167,0.933,0.8818342151675485,15,polish_bankruptcy,clean,historical500,20.0,k=20,,,,
linear_regression,,,0.999,0.999,1.0,0.998,0.998998998998999,,,19,polish_bankruptcy,clean,historical500,20.0,default,,,,
logistic,"{""C"": 1.0}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,10.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,10.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,10.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,10.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.9974747474747474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,10.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,taiwan_bankruptcy,historical,historical500,10.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,taiwan_bankruptcy,historical,historical500,10.0,default,24.0,9.0,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=1,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=2,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=3,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=4,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=5,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=6,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=7,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=8,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=9,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=10,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=11,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=12,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=13,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=14,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=15,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=16,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=17,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=18,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=19,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,10.0,k=20,,,,
linear_regression,,,1.0,1.0,1.0,1.0,1.0,,,19,taiwan_bankruptcy,historical,historical500,10.0,default,,,,
logistic,"{""C"": 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,historical500,20.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,taiwan_bankruptcy,historical,historical500,20.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,taiwan_bankruptcy,historical,historical500,20.0,default,24.0,8.0,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=1,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=2,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=3,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=4,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=5,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=6,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=7,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=8,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=9,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=10,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=11,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=12,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=13,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=14,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=15,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=16,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=17,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=18,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=19,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,taiwan_bankruptcy,historical,historical500,20.0,k=20,,,,
linear_regression,,,1.0,1.0,1.0,1.0,1.0,,,19,taiwan_bankruptcy,historical,historical500,20.0,default,,,,
logistic,"{""C"": 0.1}",1.0,0.932,0.932,0.8802816901408451,1.0,0.9363295880149812,1.0,1.0,4,taiwan_bankruptcy,clean,historical500,10.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,0.893,0.893,0.8237232289950577,1.0,0.9033423667570007,0.999542,0.999571714288966,4,taiwan_bankruptcy,clean,historical500,10.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,0.991,0.991,0.9823182711198428,1.0,0.9910802775024776,1.0,1.0,4,taiwan_bankruptcy,clean,historical500,10.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1.0,0.992,0.992,0.984251968503937,1.0,0.992063492063492,0.997,0.9940357852882704,4,taiwan_bankruptcy,clean,historical500,10.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.998998998998999,0.976,0.976,0.9630350194552528,0.99,0.9763313609467456,0.99464,0.990667250143946,4,taiwan_bankruptcy,clean,historical500,10.0,default,,,,
logistic,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,1.0,1.0,6,taiwan_bankruptcy,clean,historical500,10.0,default,,,,
logistic,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,1.0,1.0,11,taiwan_bankruptcy,clean,historical500,10.0,default,24.0,10.0,,
knn,,,0.991,0.991,0.9823182711198428,1.0,0.9910802775024776,0.991,0.9823182711198428,15,taiwan_bankruptcy,clean,historical500,10.0,k=1,,,,
knn,,,0.994,0.994,0.9881422924901184,1.0,0.9940357852882704,0.994,0.9881422924901184,15,taiwan_bankruptcy,clean,historical500,10.0,k=2,,,,
knn,,,0.992,0.992,0.984251968503937,1.0,0.992063492063492,0.997,0.9940357852882704,15,taiwan_bankruptcy,clean,historical500,10.0,k=3,,,,
knn,,,0.995,0.995,0.99009900990099,1.0,0.9950248756218906,0.997,0.9940357852882704,15,taiwan_bankruptcy,clean,historical500,10.0,k=4,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=5,,,,
knn,,,0.993,0.993,0.9861932938856016,1.0,0.99304865938431,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=6,,,,
knn,,,0.988,0.988,0.9765625,1.0,0.9881422924901184,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=7,,,,
knn,,,0.991,0.991,0.9823182711198428,1.0,0.9910802775024776,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=8,,,,
knn,,,0.987,0.987,0.9746588693957114,1.0,0.987166831194472,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=9,,,,
knn,,,0.988,0.988,0.9765625,1.0,0.9881422924901184,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=10,,,,
knn,,,0.988,0.988,0.9765625,1.0,0.9881422924901184,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=11,,,,
knn,,,0.988,0.988,0.9765625,1.0,0.9881422924901184,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=12,,,,
knn,,,0.988,0.988,0.9765625,1.0,0.9881422924901184,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=13,,,,
knn,,,0.988,0.988,0.9765625,1.0,0.9881422924901184,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=14,,,,
knn,,,0.987,0.987,0.9746588693957114,1.0,0.987166831194472,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=15,,,,
knn,,,0.988,0.988,0.9765625,1.0,0.9881422924901184,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,10.0,k=16,,,,
knn,,,0.987,0.987,0.9746588693957114,1.0,0.987166831194472,1.0,1.0,15,taiwan_bankruptcy,clean,historical500,10.0,k=17,,,,
knn,,,0.987,0.987,0.9746588693957114,1.0,0.987166831194472,1.0,1.0,15,taiwan_bankruptcy,clean,historical500,10.0,k=18,,,,
knn,,,0.986,0.986,0.9727626459143968,1.0,0.9861932938856016,1.0,1.0,15,taiwan_bankruptcy,clean,historical500,10.0,k=19,,,,
knn,,,0.986,0.986,0.9727626459143968,1.0,0.9861932938856016,1.0,1.0,15,taiwan_bankruptcy,clean,historical500,10.0,k=20,,,,
linear_regression,,,0.997,0.997,0.9940357852882704,1.0,0.9970089730807578,,,19,taiwan_bankruptcy,clean,historical500,10.0,default,,,,
logistic,"{""C"": 0.1}",1.0,0.974,0.974,0.9505703422053232,1.0,0.9746588693957114,0.999828,0.9998305635991614,4,taiwan_bankruptcy,clean,historical500,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,0.596,0.596,1.0,0.192,0.3221476510067114,1.0,1.0,4,taiwan_bankruptcy,clean,historical500,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,0.758,0.758,1.0,0.516,0.6807387862796834,0.942756,0.9550748348763032,4,taiwan_bankruptcy,clean,historical500,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1.0,0.994,0.994,0.9881422924901184,1.0,0.9940357852882704,0.996,0.992063492063492,4,taiwan_bankruptcy,clean,historical500,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.998998998998999,0.991,0.991,1.0,0.982,0.9909182643794148,0.998,0.998,4,taiwan_bankruptcy,clean,historical500,20.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,taiwan_bankruptcy,clean,historical500,20.0,default,,,,
logistic,,,0.999,0.999,0.998003992015968,1.0,0.999000999000999,1.0,1.0,11,taiwan_bankruptcy,clean,historical500,20.0,default,24.0,8.0,,
knn,,,0.992,0.992,0.984251968503937,1.0,0.992063492063492,0.992,0.984251968503937,15,taiwan_bankruptcy,clean,historical500,20.0,k=1,,,,
knn,,,0.996,0.996,0.992063492063492,1.0,0.99601593625498,0.996,0.992063492063492,15,taiwan_bankruptcy,clean,historical500,20.0,k=2,,,,
knn,,,0.994,0.994,0.9881422924901184,1.0,0.9940357852882704,0.996,0.992063492063492,15,taiwan_bankruptcy,clean,historical500,20.0,k=3,,,,
knn,,,0.995,0.995,0.99009900990099,1.0,0.9950248756218906,0.997,0.9940357852882704,15,taiwan_bankruptcy,clean,historical500,20.0,k=4,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.998,0.99601593625498,15,taiwan_bankruptcy,clean,historical500,20.0,k=5,,,,
knn,,,0.991,0.991,0.9823182711198428,1.0,0.9910802775024776,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=6,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=7,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=8,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=9,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=10,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=11,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=12,,,,
knn,,,0.989,0.989,0.9784735812133072,1.0,0.9891196834817012,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=13,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=14,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=15,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=16,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=17,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=18,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,0.999,0.998003992015968,15,taiwan_bankruptcy,clean,historical500,20.0,k=19,,,,
knn,,,0.99,0.99,0.9803921568627452,1.0,0.99009900990099,1.0,1.0,15,taiwan_bankruptcy,clean,historical500,20.0,k=20,,,,
linear_regression,,,1.0,1.0,1.0,1.0,1.0,,,19,taiwan_bankruptcy,clean,historical500,20.0,default,,,,
